transaction_id,store_id,cashier_id,product_id,product_category,unit_price,quantity,transaction_time,customer_age,loyalty_member,payment_method,discount,total_amount
T118927,S48,C400,P815,Personal Care,456.83,5,2025-08-17 13:20:37.350080,36,Yes,UPI,18.8,1854.73
T118928,S27,C453,P235,Clothing,338.17,2,2024-06-13 23:15:32.182933,66,Yes,UPI,18.48,551.35
T118929,S43,C67,P28,Electronics,69.59,5,2024-08-26 12:50:32.871322,57,Yes,UPI,18.47,283.68
T118930,S15,C298,P47,Beverages,302.86,7,2024-06-28 19:17:28.459431,65,No,Debit Card,22.48,1643.44
T118931,S38,C292,P776,Personal Care,159.1,5,2024-11-09 16:07:56.138089,58,Yes,Cash,3.18,770.2
T118932,S36,C62,P451,Household,7.17,3,2024-02-27 23:17:56.712863,33,No,Cash,2.83,20.9
T118933,S12,C90,P686,Clothing,72.58,10,2024-05-12 14:55:54.268889,65,No,Mobile Wallet,18.97,588.12
T118934,S45,C124,P143,Personal Care,186.91,10,2023-10-11 19:35:31.612835,65,Yes,Cash,4.95,1776.58
T118935,S39,C90,P253,Snacks,452.61,2,2025-01-30 12:25:01.769506,57,Yes,Mobile Wallet,7.34,838.78
T118936,S45,C321,P957,Personal Care,349.32,8,2024-01-19 03:10:27.297085,71,Yes,Cash,25.89,2071.05
T118937,S39,C335,P186,Household,465.56,2,2024-04-27 21:53:57.331264,60,Yes,Mobile Wallet,18.44,759.42
T118938,S18,C351,P339,Snacks,78.38,10,2024-10-17 04:00:06.299411,19,No,Credit Card,14.02,673.91
T118939,S23,C167,P835,Clothing,236.31,2,2025-06-02 12:25:57.521600,44,Yes,UPI,26.67,346.57
T118940,S42,C271,P996,Household,297.97,4,2025-07-02 21:40:39.584689,42,No,Credit Card,10.5,1066.73
T118941,S25,C398,P685,Clothing,279.75,3,2025-09-07 22:25:54.908602,51,Yes,Mobile Wallet,28.48,600.23
T118942,S43,C209,P836,Snacks,298.86,1,2025-05-03 09:02:58.393704,75,No,UPI,25.97,221.25
T118943,S32,C321,P525,Clothing,236.16,2,2024-03-16 18:07:23.709064,48,No,Mobile Wallet,28.44,337.99
T118944,S2,C464,P279,Electronics,302.17,2,2024-10-07 08:10:23.929315,74,Yes,Debit Card,1.44,595.64
T118945,S6,C367,P854,Clothing,234.41,2,2024-12-29 23:23:16.062420,57,No,Cash,10.33,420.39
T118946,S31,C221,P173,Snacks,233.91,9,2024-01-01 22:50:33.481529,71,No,Debit Card,1.0,2084.14
T118947,S23,C61,P117,Household,33.52,5,2024-12-24 10:42:10.727624,60,Yes,Mobile Wallet,6.38,156.91
T118948,S34,C177,P698,Snacks,195.37,5,2023-09-14 23:36:35.398182,20,No,Credit Card,17.68,804.14
T118949,S5,C361,P967,Beverages,410.46,4,2025-04-13 12:07:19.538788,49,Yes,Mobile Wallet,5.49,1551.7
T118950,S20,C51,P291,Personal Care,487.88,4,2024-05-25 02:45:24.039237,47,No,Credit Card,22.71,1508.33
T118951,S46,C209,P384,Grocery,467.08,9,2024-11-09 20:49:39.571698,52,Yes,Debit Card,8.09,3863.64
T118952,S4,C141,P258,Personal Care,146.55,5,2024-02-21 03:04:40.358503,45,Yes,Credit Card,24.76,551.32
T118953,S15,C304,P682,Grocery,58.85,8,2024-07-07 15:22:15.915540,23,Yes,Mobile Wallet,21.15,371.23
T118954,S17,C415,P685,Beverages,425.74,1,2025-03-22 04:17:28.942718,75,No,UPI,23.72,324.75
T118955,S4,C167,P440,Beverages,207.0,4,2025-07-01 16:30:50.166852,74,No,UPI,23.75,631.35
T118956,S9,C496,P880,Beverages,205.76,2,2024-06-01 04:03:17.001188,20,Yes,Cash,8.33,377.24
T118957,S41,C233,P493,Beverages,311.87,9,2025-05-18 01:35:19.304986,25,Yes,Credit Card,13.5,2427.91
T118958,S4,C369,P139,Grocery,325.37,7,2024-08-27 10:28:13.556344,64,No,UPI,5.21,2158.93
T118959,S17,C371,P390,Beverages,130.15,5,2025-01-16 21:08:24.076525,47,Yes,UPI,4.31,622.7
T118960,S2,C371,P506,Beverages,72.43,10,2023-12-12 05:39:24.544887,67,No,Debit Card,5.24,686.35
T118961,S1,C59,P125,Beverages,132.93,5,2024-05-17 08:52:50.178334,44,Yes,Mobile Wallet,23.55,508.12
T118962,S9,C35,P115,Snacks,46.48,6,2025-07-20 08:28:34.829638,44,Yes,Debit Card,13.91,240.09
T118963,S4,C167,P578,Clothing,146.19,9,2025-08-19 19:43:35.784396,47,No,Cash,24.86,988.62
T118964,S26,C279,P543,Beverages,408.48,8,2024-07-03 13:56:25.892044,44,Yes,Credit Card,20.43,2600.22
T118965,S24,C147,P685,Grocery,216.6,4,2023-11-21 14:44:16.276966,43,Yes,Mobile Wallet,20.18,691.56
T118966,S38,C309,P758,Snacks,125.29,3,2025-02-03 00:10:22.545994,32,No,UPI,28.61,268.33
T118967,S48,C308,P859,Snacks,369.01,2,2024-10-04 09:30:12.327576,66,Yes,Debit Card,18.19,603.77
T118968,S39,C439,P179,Beverages,371.01,10,2025-06-11 17:29:22.465840,18,Yes,Credit Card,28.19,2664.22
T118969,S12,C330,P786,Electronics,280.41,3,2025-03-26 17:39:49.893698,55,No,UPI,19.14,680.22
T118970,S31,C255,P839,Personal Care,395.76,2,2024-07-03 09:10:54.172348,21,Yes,Credit Card,1.86,776.8
T118971,S24,C69,P168,Personal Care,229.05,10,2025-02-07 08:27:04.580748,16,Yes,Debit Card,12.52,2003.73
T118972,S22,C416,P369,Personal Care,451.12,2,2024-07-27 08:43:32.355877,34,Yes,Mobile Wallet,19.86,723.06
T118973,S7,C372,P249,Grocery,300.66,5,2023-10-06 06:52:58.417410,37,Yes,Debit Card,17.69,1237.37
T118974,S19,C30,P711,Grocery,397.8,1,2024-01-30 15:27:53.919858,52,No,UPI,24.73,299.42
T118975,S32,C461,P128,Beverages,90.4,5,2024-07-03 11:45:59.730036,21,No,Cash,24.12,342.98
T118976,S45,C196,P873,Electronics,266.16,1,2025-06-25 01:14:04.577758,49,Yes,UPI,11.76,234.86
T118977,S42,C45,P85,Electronics,343.89,6,2024-09-23 14:47:55.129519,66,Yes,Cash,20.19,1646.75
T118978,S28,C433,P229,Snacks,18.68,10,2025-05-20 06:25:13.639425,45,No,Mobile Wallet,17.74,153.66
T118979,S2,C87,P203,Beverages,443.09,7,2024-06-07 02:47:46.606130,24,Yes,Cash,22.14,2414.93
T118980,S26,C17,P531,Beverages,342.77,3,2024-04-14 23:57:48.504563,51,No,Credit Card,19.24,830.46
T118981,S3,C312,P752,Personal Care,310.26,7,2024-07-23 17:29:54.834002,55,No,Credit Card,19.3,1752.66
T118982,S16,C19,P640,Snacks,55.64,9,2025-06-14 02:50:49.622321,73,Yes,Mobile Wallet,25.37,373.72
T118983,S5,C478,P164,Household,113.87,6,2024-06-02 22:20:21.224790,64,No,Credit Card,27.15,497.73
T118984,S18,C240,P1000,Grocery,266.46,5,2025-06-20 07:14:50.735842,61,Yes,Mobile Wallet,19.67,1070.24
T118985,S26,C409,P395,Personal Care,477.71,5,2023-11-19 10:31:07.790472,38,No,Mobile Wallet,21.74,1869.28
T118986,S10,C286,P946,Grocery,383.31,3,2024-11-23 10:12:51.897584,64,No,Credit Card,7.96,1058.4
T118987,S47,C434,P3,Electronics,99.54,3,2024-03-30 01:37:57.088789,26,No,Credit Card,7.45,276.37
T118988,S28,C306,P537,Grocery,284.14,10,2025-05-21 07:48:33.000771,18,No,Cash,0.56,2825.49
T118989,S34,C118,P777,Snacks,138.12,1,2024-11-22 23:53:54.303661,28,No,Credit Card,24.01,104.96
T118990,S14,C19,P208,Beverages,466.69,7,2024-08-09 16:27:52.502788,52,Yes,UPI,29.31,2309.32
T118991,S22,C9,P355,Clothing,333.42,5,2025-02-27 11:49:35.640048,28,Yes,Credit Card,3.77,1604.25
T118992,S10,C22,P523,Household,381.73,8,2023-10-20 16:37:35.721133,37,Yes,Debit Card,0.63,3034.6
T118993,S38,C405,P994,Grocery,327.22,7,2024-01-12 00:31:28.042716,75,Yes,Mobile Wallet,20.33,1824.87
T118994,S27,C409,P298,Electronics,60.78,4,2024-06-19 21:16:11.536432,19,No,Credit Card,15.92,204.42
T118995,S27,C208,P791,Snacks,288.52,6,2025-01-14 20:59:44.226839,70,No,UPI,6.32,1621.71
T118996,S25,C342,P298,Grocery,99.56,10,2024-11-27 01:56:44.744509,49,No,UPI,0.3,992.61
T118997,S31,C38,P47,Personal Care,303.81,4,2025-03-20 06:53:28.642684,24,No,Credit Card,13.76,1048.02
T118998,S49,C239,P361,Personal Care,206.73,10,2024-04-25 18:55:48.437410,21,Yes,Mobile Wallet,18.99,1674.72
T118999,S34,C289,P714,Household,420.75,8,2024-01-26 02:22:52.918271,30,Yes,Credit Card,26.07,2488.48
T119000,S23,C115,P756,Clothing,404.22,2,2023-10-26 07:28:48.885531,20,Yes,Credit Card,13.84,696.55
T119001,S1,C325,P929,Personal Care,430.75,3,2025-07-21 18:36:59.728195,49,Yes,Credit Card,0.23,1289.28
T119002,S40,C268,P991,Clothing,150.15,8,2025-05-25 20:30:09.926632,40,No,UPI,8.9,1094.29
T119003,S34,C322,P669,Clothing,113.44,2,2024-10-18 03:23:55.577028,27,Yes,Cash,16.96,188.4
T119004,S5,C365,P581,Personal Care,281.96,8,2023-11-07 09:03:52.105428,30,No,Debit Card,26.3,1662.44
T119005,S26,C118,P520,Snacks,72.14,1,2024-08-24 23:04:55.589566,44,No,Cash,11.74,63.67
T119006,S26,C58,P980,Electronics,458.4,4,2025-04-24 23:08:49.470864,16,Yes,Debit Card,12.47,1604.95
T119007,S25,C208,P311,Household,47.65,10,2024-04-06 08:12:25.906727,64,No,UPI,7.52,440.67
T119008,S40,C102,P788,Personal Care,418.5,1,2023-11-29 00:53:08.755861,68,Yes,Credit Card,23.45,320.36
T119009,S45,C213,P160,Snacks,422.44,3,2024-12-26 22:46:19.723695,73,No,UPI,21.41,995.99
T119010,S19,C342,P653,Snacks,359.62,4,2024-01-22 07:57:43.730873,43,No,Mobile Wallet,7.07,1336.78
T119011,S10,C436,P868,Clothing,271.58,6,2024-11-10 11:50:25.538309,34,Yes,UPI,3.05,1579.78
T119012,S7,C466,P312,Electronics,486.3,9,2023-10-16 13:19:27.564189,75,Yes,Credit Card,23.78,3335.92
T119013,S50,C8,P343,Snacks,297.15,2,2024-04-23 03:33:43.797865,59,Yes,Mobile Wallet,28.62,424.21
T119014,S45,C68,P794,Beverages,55.19,2,2024-10-17 19:21:12.633495,38,Yes,Debit Card,25.76,81.95
T119015,S40,C307,P496,Household,117.84,6,2024-09-09 23:52:01.472016,45,Yes,Mobile Wallet,11.02,629.12
T119016,S17,C83,P954,Household,206.55,1,2024-11-07 08:08:13.178623,26,Yes,Credit Card,2.86,200.64
T119017,S7,C248,P456,Personal Care,229.01,3,2024-02-28 18:42:29.949588,37,No,Debit Card,19.54,552.78
T119018,S23,C76,P780,Snacks,10.42,3,2023-10-08 10:36:51.320097,31,No,UPI,23.9,23.79
T119019,S5,C17,P773,Electronics,307.53,5,2024-10-16 07:42:22.350081,25,No,Credit Card,7.58,1421.1
T119020,S34,C442,P697,Grocery,179.4,2,2025-02-21 12:36:08.653316,64,No,Credit Card,16.88,298.23
T119021,S22,C406,P301,Snacks,275.09,10,2023-12-08 20:21:35.695422,35,No,Cash,14.76,2344.87
T119022,S32,C67,P85,Electronics,19.04,6,2024-11-23 11:45:09.444151,53,No,Mobile Wallet,20.81,90.47
T119023,S47,C187,P337,Household,52.05,10,2025-05-27 04:20:58.326597,62,Yes,Debit Card,6.66,485.83
T119024,S27,C396,P272,Personal Care,486.14,3,2024-12-11 23:34:46.204596,68,Yes,Debit Card,12.58,1274.95
T119025,S2,C44,P59,Household,85.47,8,2024-06-16 00:44:57.971246,34,No,Credit Card,14.03,587.83
T119026,S12,C448,P94,Personal Care,105.64,3,2024-08-14 08:29:57.887739,41,No,Cash,5.2,300.44
T119027,S9,C366,P569,Grocery,404.83,5,2024-10-01 07:36:07.583047,71,No,Mobile Wallet,23.35,1551.51
T119028,S24,C30,P969,Snacks,490.11,5,2024-11-09 12:24:48.103814,59,No,Cash,9.78,2210.89
T119029,S28,C40,P481,Clothing,487.05,7,2025-08-07 14:07:09.615189,73,Yes,Mobile Wallet,19.49,2744.87
T119030,S49,C343,P793,Household,147.95,8,2024-05-03 08:54:50.805506,62,No,UPI,3.11,1146.79
T119031,S36,C76,P765,Household,2.61,1,2024-08-26 06:00:26.085951,45,No,UPI,19.42,2.1
T119032,S32,C120,P351,Household,41.79,8,2024-02-28 16:08:39.353295,30,Yes,UPI,14.57,285.61
T119033,S23,C92,P422,Clothing,380.56,5,2025-01-29 07:37:01.170011,63,Yes,UPI,27.67,1376.3
T119034,S37,C24,P819,Beverages,87.71,5,2025-01-25 11:16:10.515556,50,Yes,Credit Card,26.78,321.11
T119035,S22,C260,P667,Electronics,174.25,7,2024-05-25 13:12:31.159723,22,Yes,Mobile Wallet,29.39,861.27
T119036,S28,C202,P973,Household,219.39,7,2024-05-26 23:54:35.706513,52,No,Credit Card,6.34,1438.36
T119037,S36,C442,P69,Grocery,103.96,4,2025-07-16 22:00:57.817907,32,Yes,Credit Card,3.13,402.82
T119038,S41,C374,P633,Personal Care,392.99,8,2024-12-19 15:29:35.291865,73,No,Mobile Wallet,6.93,2926.05
T119039,S25,C183,P827,Electronics,18.69,1,2025-02-22 11:50:34.387523,73,No,Cash,21.66,14.64
T119040,S24,C162,P875,Household,475.22,6,2024-09-10 09:51:02.260903,25,No,Cash,19.08,2307.29
T119041,S31,C124,P850,Electronics,411.29,1,2025-04-08 14:31:49.588475,62,No,Mobile Wallet,0.19,410.51
T119042,S28,C69,P485,Household,317.62,9,2023-10-28 19:01:47.853921,26,No,Debit Card,10.14,2568.72
T119043,S42,C148,P544,Clothing,210.38,1,2025-02-11 22:06:36.718838,58,Yes,UPI,21.8,164.52
T119044,S43,C393,P609,Personal Care,273.26,2,2024-06-24 11:07:07.918389,63,No,UPI,13.84,470.88
T119045,S36,C334,P666,Snacks,262.87,4,2024-05-04 22:54:38.893471,51,No,Debit Card,9.29,953.8
T119046,S20,C208,P890,Beverages,450.35,8,2024-05-25 00:28:01.121378,33,No,Debit Card,5.85,3392.04
T119047,S8,C60,P401,Household,10.32,10,2023-11-20 16:47:13.365546,42,No,UPI,2.49,100.63
T119048,S23,C65,P699,Beverages,88.61,8,2025-04-20 20:06:05.003625,18,No,Debit Card,13.65,612.12
T119049,S5,C164,P158,Electronics,415.73,7,2025-02-26 16:27:08.159522,46,Yes,Mobile Wallet,27.01,2124.09
T119050,S10,C410,P381,Clothing,127.49,5,2025-09-05 01:21:34.857300,36,Yes,Credit Card,14.26,546.55
T119051,S35,C412,P146,Household,59.09,7,2024-10-30 04:57:20.360699,74,No,Credit Card,6.68,386.0
T119052,S46,C317,P991,Electronics,114.31,2,2025-07-03 07:44:44.060094,63,No,Credit Card,27.93,164.77
T119053,S18,C448,P759,Beverages,51.49,5,2025-04-28 05:40:00.194646,37,No,Cash,25.06,192.93
T119054,S46,C307,P539,Electronics,225.65,3,2024-04-10 21:10:53.341549,40,No,Mobile Wallet,17.1,561.19
T119055,S31,C270,P101,Household,35.59,2,2025-07-05 10:37:16.880303,73,No,UPI,1.43,70.16
T119056,S35,C170,P580,Clothing,396.67,2,2023-10-08 15:08:09.603302,23,Yes,UPI,27.72,573.43
T119057,S9,C317,P691,Clothing,261.46,2,2025-08-03 00:50:42.023780,54,Yes,Mobile Wallet,13.26,453.58
T119058,S50,C465,P252,Beverages,219.79,3,2025-02-28 08:23:14.474597,35,No,UPI,19.99,527.56
T119059,S42,C124,P941,Household,346.42,8,2024-02-06 05:52:43.291656,25,No,UPI,0.19,2766.09
T119060,S32,C90,P863,Beverages,395.28,9,2023-09-15 03:48:23.362827,21,No,UPI,2.78,3458.62
T119061,S47,C439,P932,Beverages,168.64,3,2024-12-13 13:45:30.734790,18,Yes,Mobile Wallet,27.33,367.65
T119062,S21,C109,P475,Clothing,364.83,2,2024-12-13 00:00:21.803603,57,Yes,Cash,9.82,658.01
T119063,S32,C288,P7,Snacks,279.42,6,2024-12-23 03:34:57.605184,56,No,Debit Card,13.92,1443.15
T119064,S19,C474,P820,Electronics,109.24,10,2023-10-05 22:50:35.141340,33,No,Cash,23.21,838.85
T119065,S15,C112,P898,Household,204.06,8,2024-11-22 01:41:51.902326,73,No,Debit Card,19.98,1306.31
T119066,S40,C346,P160,Grocery,469.6,4,2023-11-26 05:42:05.438059,51,Yes,Credit Card,27.2,1367.48
T119067,S32,C346,P164,Grocery,219.4,4,2024-04-24 08:24:38.480924,64,Yes,UPI,17.2,726.65
T119068,S6,C273,P835,Clothing,19.75,10,2024-03-22 19:10:35.325813,20,No,Cash,12.14,173.52
T119069,S19,C399,P514,Clothing,203.16,10,2024-01-25 12:56:32.901703,40,Yes,Mobile Wallet,28.68,1448.94
T119070,S46,C244,P301,Household,305.95,4,2024-10-20 13:30:24.983435,67,Yes,Cash,18.95,991.89
T119071,S35,C30,P474,Personal Care,239.44,3,2024-05-02 15:01:58.569590,32,No,Debit Card,18.43,585.93
T119072,S34,C77,P420,Snacks,371.05,3,2024-03-26 16:34:45.784124,24,No,UPI,5.24,1054.82
T119073,S9,C166,P27,Clothing,394.39,7,2024-10-07 19:36:07.810767,47,No,Credit Card,4.11,2647.26
T119074,S25,C425,P263,Household,355.48,4,2024-04-17 11:18:33.901062,47,Yes,Debit Card,0.79,1410.69
T119075,S47,C34,P59,Beverages,356.74,9,2025-06-08 13:33:28.103968,35,No,Debit Card,3.75,3090.26
T119076,S13,C474,P728,Grocery,407.73,8,2024-06-16 05:10:27.674994,49,Yes,Credit Card,28.73,2324.71
T119077,S33,C403,P257,Grocery,377.31,3,2024-10-16 12:42:02.072878,20,Yes,UPI,10.28,1015.57
T119078,S7,C272,P837,Household,408.88,9,2024-04-21 14:38:00.218196,66,Yes,Debit Card,5.83,3465.38
T119079,S44,C310,P844,Snacks,474.42,4,2024-08-06 01:02:29.544769,43,Yes,UPI,4.47,1812.85
T119080,S50,C263,P894,Household,30.07,10,2024-02-02 21:58:10.594868,74,No,Credit Card,4.96,285.79
T119081,S49,C243,P679,Grocery,397.34,3,2024-03-15 23:06:50.065811,67,No,Mobile Wallet,19.72,956.95
T119082,S48,C412,P872,Clothing,58.48,8,2024-07-10 23:41:12.161690,53,No,Credit Card,26.86,342.18
T119083,S42,C463,P336,Electronics,73.63,5,2024-04-19 21:01:35.632635,64,Yes,Debit Card,25.21,275.34
T119084,S33,C86,P679,Clothing,205.26,8,2025-06-11 15:40:36.627991,26,Yes,Cash,25.14,1229.26
T119085,S32,C64,P714,Electronics,423.95,10,2025-02-04 16:56:24.796909,63,No,Credit Card,16.78,3528.11
T119086,S3,C365,P124,Electronics,421.93,10,2025-08-17 03:13:26.929019,52,No,UPI,1.49,4156.43
T119087,S33,C169,P189,Household,319.58,8,2025-08-27 12:38:11.252130,75,Yes,Cash,28.92,1817.26
T119088,S3,C137,P28,Grocery,229.42,6,2025-05-05 14:16:53.885987,73,Yes,Cash,8.78,1255.66
T119089,S12,C290,P205,Electronics,158.66,4,2025-07-15 15:59:27.839664,69,Yes,UPI,12.99,552.2
T119090,S18,C149,P550,Personal Care,143.77,8,2025-08-09 13:21:38.375869,16,No,UPI,12.79,1003.05
T119091,S21,C225,P815,Snacks,426.04,3,2025-02-19 19:30:14.812660,70,Yes,Cash,10.4,1145.2
T119092,S10,C237,P851,Electronics,122.77,8,2025-07-14 14:32:52.424163,18,No,Cash,22.64,759.8
T119093,S43,C443,P406,Clothing,258.24,5,2025-08-29 06:51:11.726732,41,Yes,Cash,22.9,995.52
T119094,S18,C457,P744,Personal Care,236.15,9,2025-02-21 13:12:47.766076,56,Yes,Credit Card,19.44,1712.18
T119095,S23,C151,P35,Grocery,391.69,2,2023-10-21 01:46:02.437892,37,No,Debit Card,15.95,658.43
T119096,S45,C400,P629,Personal Care,187.36,9,2025-04-10 04:04:39.760408,52,Yes,Debit Card,7.57,1558.59
T119097,S42,C266,P126,Snacks,474.89,8,2025-02-06 07:16:50.653329,66,No,UPI,14.53,3247.11
T119098,S38,C232,P175,Beverages,370.63,10,2023-10-24 05:08:44.098294,25,Yes,Cash,3.62,3572.13
T119099,S16,C18,P592,Household,106.03,7,2025-07-24 07:30:26.402726,55,Yes,Mobile Wallet,19.48,597.63
T119100,S41,C174,P71,Grocery,424.7,5,2023-12-28 23:09:47.897687,64,Yes,Credit Card,28.93,1509.17
T119101,S46,C98,P45,Personal Care,473.72,3,2024-12-15 17:53:58.431371,16,No,Cash,15.29,1203.86
T119102,S45,C348,P898,Electronics,235.02,7,2024-01-20 10:39:44.401212,41,Yes,UPI,24.45,1242.9
T119103,S42,C479,P84,Clothing,10.16,1,2023-09-14 14:30:02.228060,74,Yes,Cash,26.01,7.52
T119104,S45,C168,P321,Grocery,386.49,10,2024-03-02 23:17:43.498623,39,Yes,Debit Card,19.79,3100.04
T119105,S6,C141,P400,Electronics,422.16,10,2025-03-22 17:40:01.427850,28,No,Mobile Wallet,10.32,3785.93
T119106,S24,C351,P536,Electronics,369.11,8,2025-02-05 22:37:58.103659,21,No,Cash,25.46,2201.08
T119107,S3,C403,P549,Grocery,113.93,10,2025-07-03 02:04:53.289063,23,No,Cash,7.21,1057.16
T119108,S46,C318,P91,Household,392.68,1,2025-04-07 01:35:35.874009,68,No,Credit Card,24.21,297.61
T119109,S36,C372,P186,Clothing,325.64,4,2024-05-17 22:43:54.128054,33,No,Cash,1.75,1279.77
T119110,S33,C485,P15,Electronics,248.53,1,2024-10-14 05:28:34.811146,69,Yes,Credit Card,1.09,245.82
T119111,S11,C348,P34,Clothing,373.51,9,2024-07-24 07:24:40.767152,60,Yes,Mobile Wallet,10.49,3008.96
T119112,S41,C398,P845,Beverages,205.53,10,2024-04-01 03:13:45.628928,62,No,UPI,3.02,1993.23
T119113,S2,C322,P13,Grocery,179.9,4,2024-07-08 02:04:31.988864,48,No,Mobile Wallet,25.46,536.39
T119114,S36,C330,P228,Grocery,400.37,3,2023-11-06 02:22:54.558747,25,No,Mobile Wallet,15.39,1016.26
T119115,S25,C427,P93,Electronics,184.97,8,2023-12-31 09:54:30.809867,58,Yes,Debit Card,18.37,1207.93
T119116,S36,C82,P366,Personal Care,237.53,1,2024-02-12 20:34:39.367955,45,Yes,Mobile Wallet,2.29,232.09
T119117,S43,C28,P665,Grocery,462.16,4,2025-07-23 01:43:31.905529,25,No,Credit Card,0.93,1831.45
T119118,S49,C96,P768,Beverages,259.71,10,2023-12-18 09:36:10.537568,37,No,Cash,17.43,2144.43
T119119,S8,C100,P542,Grocery,372.17,1,2024-05-25 18:27:39.436159,58,Yes,Credit Card,29.98,260.59
T119120,S46,C341,P199,Household,461.79,6,2024-02-10 10:21:06.186477,23,Yes,Debit Card,7.06,2575.13
T119121,S22,C54,P440,Household,188.83,5,2024-03-04 15:44:38.266230,68,Yes,Debit Card,5.22,894.87
T119122,S13,C326,P6,Clothing,395.0,2,2025-09-04 04:18:48.661458,54,No,Credit Card,3.05,765.9
T119123,S35,C233,P438,Grocery,91.65,9,2025-04-11 15:27:34.981159,24,No,Debit Card,18.33,673.65
T119124,S8,C339,P122,Electronics,286.64,2,2025-04-16 18:02:06.922003,41,No,Mobile Wallet,24.14,434.89
T119125,S28,C177,P71,Snacks,432.0,6,2023-12-28 16:11:12.059945,46,Yes,UPI,19.85,2077.49
T119126,S19,C182,P948,Personal Care,80.96,10,2025-03-31 23:23:27.620638,58,Yes,Mobile Wallet,16.26,677.96
T119127,S11,C389,P762,Electronics,6.84,5,2025-03-10 08:30:10.767186,68,No,UPI,1.69,33.62
T119128,S23,C305,P226,Beverages,459.17,6,2024-08-07 02:33:18.657753,36,No,UPI,15.56,2326.34
T119129,S35,C61,P365,Household,434.63,2,2024-06-08 10:42:54.415127,74,Yes,Credit Card,17.85,714.1
T119130,S41,C322,P288,Grocery,347.18,3,2025-08-19 17:39:32.774402,52,No,Debit Card,26.33,767.3
T119131,S50,C450,P546,Clothing,206.74,3,2025-07-07 14:02:56.266517,52,No,Debit Card,20.47,493.26
T119132,S7,C82,P659,Personal Care,417.64,7,2024-01-28 00:02:01.370902,36,No,Mobile Wallet,24.82,2197.87
T119133,S47,C211,P807,Beverages,111.39,3,2024-05-31 23:30:53.970087,50,Yes,Mobile Wallet,25.43,249.19
T119134,S44,C113,P205,Personal Care,303.73,7,2024-05-27 16:30:48.342699,69,No,Debit Card,7.28,1971.33
T119135,S9,C95,P425,Personal Care,442.66,3,2024-12-10 09:38:47.825148,41,Yes,Credit Card,18.81,1078.19
T119136,S17,C117,P921,Electronics,411.64,1,2024-02-03 05:26:50.544411,71,Yes,Mobile Wallet,8.86,375.17
T119137,S15,C262,P183,Grocery,323.95,2,2024-02-08 17:22:15.992519,70,Yes,Debit Card,15.08,550.2
T119138,S2,C395,P535,Household,164.94,9,2025-01-14 05:46:12.177201,40,Yes,Mobile Wallet,17.89,1218.89
T119139,S32,C204,P414,Snacks,101.75,7,2025-01-21 03:25:19.476967,20,Yes,Cash,17.97,584.26
T119140,S11,C295,P865,Grocery,347.68,10,2024-01-18 20:50:25.735983,19,Yes,Credit Card,9.92,3131.9
T119141,S24,C337,P499,Snacks,353.25,3,2024-12-15 12:14:39.718969,44,Yes,Credit Card,26.99,773.72
T119142,S16,C140,P367,Household,16.7,5,2025-01-11 01:20:15.399419,19,No,UPI,3.16,80.86
T119143,S31,C377,P303,Household,161.6,7,2025-08-13 16:14:40.552969,24,Yes,UPI,3.75,1088.78
T119144,S29,C13,P701,Personal Care,296.18,8,2024-03-24 13:40:39.463944,73,No,Cash,21.61,1857.4
T119145,S50,C416,P103,Grocery,94.71,6,2024-09-20 08:40:22.436546,65,No,UPI,9.38,514.96
T119146,S28,C44,P93,Electronics,340.41,5,2025-04-02 23:56:44.376092,30,No,Credit Card,9.75,1536.1
T119147,S15,C260,P689,Clothing,173.01,6,2025-05-01 10:59:07.072557,50,Yes,Cash,12.42,909.13
T119148,S43,C353,P154,Beverages,293.45,9,2023-09-23 07:57:37.925196,54,Yes,UPI,23.84,2011.42
T119149,S21,C29,P751,Electronics,201.53,9,2024-05-04 16:40:01.444937,41,No,Debit Card,26.96,1324.78
T119150,S21,C276,P853,Personal Care,249.08,1,2024-01-23 08:32:03.453785,71,Yes,Cash,13.17,216.28
T119151,S8,C388,P905,Household,72.37,1,2024-10-05 03:08:07.330825,37,Yes,Mobile Wallet,23.56,55.32
T119152,S4,C367,P551,Clothing,357.9,3,2024-03-13 01:51:49.910354,24,No,Cash,14.37,919.41
T119153,S8,C317,P530,Electronics,220.42,9,2024-01-05 08:16:41.490673,33,Yes,Cash,3.7,1910.38
T119154,S42,C367,P313,Snacks,389.85,1,2024-01-27 03:25:54.666198,28,No,UPI,6.27,365.41
T119155,S31,C257,P759,Snacks,480.77,10,2025-08-26 09:52:17.832720,72,No,Debit Card,28.07,3458.18
T119156,S3,C464,P770,Electronics,428.08,7,2023-10-03 18:26:41.931784,61,No,Credit Card,5.69,2826.06
T119157,S36,C9,P615,Household,407.15,5,2025-09-11 14:18:36.110550,75,No,Cash,15.75,1715.12
T119158,S4,C107,P495,Household,404.32,8,2025-06-14 17:45:10.519164,45,No,Cash,21.65,2534.28
T119159,S4,C456,P553,Grocery,108.35,9,2024-06-29 19:50:29.548683,40,No,Mobile Wallet,28.08,701.33
T119160,S46,C318,P908,Household,335.28,8,2024-06-16 12:50:51.580660,28,No,Debit Card,10.15,2409.99
T119161,S2,C164,P907,Grocery,50.11,8,2024-01-20 15:41:43.690589,53,Yes,Mobile Wallet,12.35,351.37
T119162,S25,C39,P359,Beverages,210.98,2,2024-08-21 16:16:33.620481,43,Yes,UPI,28.74,300.69
